Date,Open,High,Low,Close,Adj Close,Volume
2017-06-06,52.299999,52.400002,51.630001,51.660000,41.308174,11724700
2017-06-07,51.860001,52.580002,51.560001,52.570000,42.035831,10562700
2017-06-08,52.570000,53.360001,52.549999,52.849998,42.259716,8687200
2017-06-09,52.770000,54.180000,52.650002,53.750000,42.979382,7553100
2017-06-12,53.750000,54.360001,53.490002,54.360001,43.467148,8766700
2017-06-13,54.189999,54.320000,53.900002,54.189999,43.331211,4776800
2017-06-14,54.240002,54.810001,54.130001,54.520000,43.595093,5622400
2017-06-15,54.490002,54.730000,54.020000,54.279999,43.403183,5679700
2017-06-16,54.520000,54.599998,53.610001,54.459999,43.547100,12535400
2017-06-19,54.459999,55.369999,54.320000,55.220001,44.154812,6210600
2017-06-20,55.270000,56.410000,55.099998,55.660000,44.506645,7461100
2017-06-21,55.750000,56.580002,55.599998,56.070000,44.834492,8783600
2017-06-22,56.270000,57.900002,56.150002,57.330002,45.841995,8289600
2017-06-23,57.270000,57.360001,56.240002,56.639999,45.290272,20794800
2017-06-26,56.720001,57.270000,56.349998,56.919998,45.514172,5595900
2017-06-27,56.799999,56.860001,55.849998,55.900002,44.698566,5477500
2017-06-28,56.150002,56.380001,55.770000,55.869999,44.674561,5126300
2017-06-29,55.910000,56.130001,55.490002,55.820000,44.634590,5037800
2017-06-30,55.990002,56.070000,55.680000,55.720001,44.554626,4679700
2017-07-03,56.270000,56.880001,56.180000,56.270000,44.994411,6257600
2017-07-05,56.270000,56.389999,55.549999,56.349998,45.372871,5887400
2017-07-06,56.099998,56.209999,55.200001,55.279999,44.511303,5546100
2017-07-07,55.509998,56.000000,55.080002,55.910000,45.018585,5487500
2017-07-10,56.099998,56.320000,55.820000,55.930000,45.034672,4050800
2017-07-11,55.810001,56.099998,55.099998,55.330002,44.551556,4630300
2017-07-12,55.639999,56.240002,54.849998,55.040001,44.318054,9081000
2017-07-13,55.060001,55.180000,54.220001,54.669998,44.020123,8130900
2017-07-14,54.810001,55.450001,54.500000,55.150002,44.406616,6042900
2017-07-17,55.279999,55.529999,54.580002,54.790001,44.116741,3719200
2017-07-18,54.770000,54.820000,54.419998,54.740002,44.076488,3701400
2017-07-19,54.770000,55.200001,54.610001,55.070000,44.342213,3321700
2017-07-20,55.279999,55.720001,55.180000,55.439999,44.640125,3862400
2017-07-21,55.410000,55.770000,55.380001,55.650002,44.809227,5009100
2017-07-24,55.650002,55.939999,55.150002,55.599998,44.768970,6700900
2017-07-25,55.860001,56.180000,55.770000,55.950001,45.050781,7312900
2017-07-26,55.950001,56.150002,55.500000,55.980000,45.074932,8049300
2017-07-27,53.330002,54.439999,52.060001,54.240002,43.673889,21645100
2017-07-28,54.240002,55.590000,53.939999,55.270000,44.503246,9099600
2017-07-31,55.590000,57.200001,55.500000,56.900002,45.815716,10824300
2017-08-01,57.150002,57.169998,55.669998,56.110001,45.179607,11075300
2017-08-02,56.290001,56.450001,55.099998,55.230000,44.471035,6294200
2017-08-03,55.099998,55.880001,55.080002,55.500000,44.688442,5484400
2017-08-04,55.560001,56.220001,55.520000,55.950001,45.050781,4161500
2017-08-07,56.000000,56.349998,55.570000,56.299999,45.332596,5126000
2017-08-08,56.349998,57.570000,56.299999,56.910000,45.823769,7887200
2017-08-09,56.790001,57.560001,56.509998,57.400002,46.218319,7675600
2017-08-10,57.250000,57.250000,56.549999,56.590000,45.566116,5134600
2017-08-11,56.610001,57.009998,56.410000,56.730000,45.678825,4060500
2017-08-14,56.959999,57.759998,56.700001,57.619999,46.395462,5654300
2017-08-15,57.660000,57.990002,57.500000,57.869999,46.596760,5843300
2017-08-16,57.330002,57.689999,56.939999,57.500000,46.298836,7881300
2017-08-17,57.480000,57.529999,56.730000,56.770000,45.711040,4393700
2017-08-18,56.680000,56.939999,56.410000,56.419998,45.429211,4809900
2017-08-21,56.419998,56.919998,56.250000,56.639999,45.606361,4879400
2017-08-22,56.790001,57.799999,56.650002,57.669998,46.435719,4441000
2017-08-23,57.630001,58.169998,57.430000,57.869999,46.596760,4017400
2017-08-24,57.980000,58.340000,57.799999,58.169998,46.838322,4471000
2017-08-25,58.290001,58.669998,58.180000,58.369999,46.999371,4070300
2017-08-28,58.639999,58.889999,58.450001,58.580002,47.168446,3292300
2017-08-29,58.349998,59.020000,58.180000,58.860001,47.393902,3983700
2017-08-30,58.869999,59.700001,58.820000,59.380001,47.812614,5327800
2017-08-31,59.630001,60.750000,59.610001,60.480000,48.698318,9716900
2017-09-01,60.360001,60.650002,59.720001,59.900002,48.231312,6283700
2017-09-05,59.540001,60.220001,59.389999,59.810001,48.158848,4310400
2017-09-06,60.000000,60.290001,59.770000,59.869999,48.207150,5389300
2017-09-07,60.500000,63.470001,60.490002,62.840000,50.598583,17301900
2017-09-08,62.740002,63.180000,62.230000,62.619999,50.421440,6579300
2017-09-11,62.619999,63.139999,62.139999,62.720001,50.501972,6086500
2017-09-12,62.439999,63.090000,62.419998,63.020000,50.743523,4780700
2017-09-13,62.880001,63.080002,62.230000,62.480000,50.308727,4357000
2017-09-14,62.380001,63.110001,62.320000,62.689999,50.477814,5347100
2017-09-15,62.900002,63.380001,62.310001,62.480000,50.308727,10407600
2017-09-18,62.490002,63.209999,62.270000,62.700001,50.485867,6975900
2017-09-19,62.700001,63.130001,62.590000,62.930000,50.671055,4844300
2017-09-20,62.919998,63.720001,62.720001,63.490002,51.121964,5561300
2017-09-21,63.349998,63.740002,63.029999,63.330002,50.993137,5250100
2017-09-22,63.330002,63.549999,63.040001,63.360001,51.017288,3667700
2017-09-25,63.330002,63.689999,63.060001,63.189999,50.880398,5959000
2017-09-26,63.119999,63.599998,62.810001,62.930000,50.671055,3497900
2017-09-27,62.779999,63.150002,62.570000,62.950001,50.687168,4674200
2017-09-28,62.790001,63.459999,62.590000,63.009998,50.735474,5842500
2017-09-29,63.160000,63.750000,63.060001,63.740002,51.323273,5404300
2017-10-02,63.799999,64.779999,63.639999,64.559998,51.983528,5991700
2017-10-03,64.410004,64.790001,64.169998,64.290001,51.766129,5056200
2017-10-04,64.470001,64.790001,64.379997,64.739998,52.128464,4583800
2017-10-05,64.220001,64.339996,63.730000,63.799999,51.682922,6091800
2017-10-06,63.889999,65.029999,63.830002,64.809998,52.501095,6161400
2017-10-09,64.760002,64.860001,64.080002,64.150002,51.966442,3267700
2017-10-10,64.239998,65.260002,64.160004,65.129997,52.760323,5008500
2017-10-11,65.129997,65.500000,64.930000,65.110001,52.744125,3875600
2017-10-12,65.150002,65.730003,64.900002,65.349998,52.938538,5339700
2017-10-13,65.510002,66.099998,65.139999,65.290001,52.889935,6209100
2017-10-16,64.540001,65.040001,63.310001,63.650002,51.561420,6692600
2017-10-17,63.630001,64.370003,63.410000,64.180000,51.990753,5030800
2017-10-18,64.250000,64.699997,63.549999,63.700001,51.601917,5594900
2017-10-19,63.820000,64.690002,63.680000,64.669998,52.387680,4918800
2017-10-20,64.790001,64.989998,64.209999,64.419998,52.185173,5227400
2017-10-23,64.620003,64.690002,63.689999,63.750000,51.642414,5990200
2017-10-24,63.750000,64.050003,63.360001,63.650002,51.561420,6197600
2017-10-25,63.459999,64.559998,63.410000,64.000000,51.844936,6202900
2017-10-26,62.509998,63.250000,60.400002,60.950001,49.374203,13116300
2017-10-27,60.980000,61.689999,59.790001,59.939999,48.556026,9539900
2017-10-30,61.090000,61.529999,60.279999,60.840000,49.285095,8443700
2017-10-31,60.939999,61.900002,60.680000,61.660000,49.949352,8234200
2017-11-01,61.860001,62.349998,61.490002,62.160000,50.354397,4713300
2017-11-02,62.150002,62.869999,61.730000,62.230000,50.411095,4058200
2017-11-03,62.080002,62.250000,61.799999,62.220001,50.402996,3327100
2017-11-06,62.240002,62.270000,61.279999,61.680000,49.965557,4222600
2017-11-07,61.580002,62.430000,61.450001,61.910000,50.151878,4047200
2017-11-08,61.630001,62.820000,61.630001,62.580002,50.694633,4535400
2017-11-09,62.209999,62.349998,61.759998,61.990002,50.216690,3671400
2017-11-10,61.750000,61.750000,60.340000,60.860001,49.301292,5592100
2017-11-13,60.700001,61.209999,60.500000,60.990002,49.406612,4222600
2017-11-14,60.959999,61.650002,60.669998,61.250000,49.617222,3986900
2017-11-15,61.259998,61.279999,60.529999,61.070000,49.471413,3349200
2017-11-16,61.250000,61.970001,61.009998,61.869999,50.119484,4286200
2017-11-17,61.560001,61.900002,60.990002,61.320000,49.673931,4147900
2017-11-20,61.169998,61.220001,60.150002,60.799999,49.252693,4902700
2017-11-21,61.200001,61.740002,60.980000,61.240002,49.609131,3968000
2017-11-22,61.279999,61.770000,61.000000,61.139999,49.528118,3192200
2017-11-24,61.150002,61.610001,61.029999,61.430000,49.763042,1985700
2017-11-27,61.529999,61.840000,61.340000,61.610001,49.908848,3032600
2017-11-28,61.720001,62.959999,61.610001,62.520000,50.646027,8515700
2017-11-29,62.430000,63.389999,61.900002,62.900002,50.953854,5064200
2017-11-30,63.090000,63.799999,62.529999,63.189999,51.188763,8050700
2017-12-01,63.160000,63.619999,62.439999,63.240002,51.229282,4186200
2017-12-04,63.169998,63.869999,62.439999,62.470001,50.605515,4893900
2017-12-05,62.660000,63.000000,61.630001,62.020000,50.240978,4828800
2017-12-06,62.090000,62.290001,60.830002,60.970001,49.390400,4758700
2017-12-07,60.959999,61.889999,60.959999,61.840000,50.095173,5140500
2017-12-08,61.820000,62.720001,61.680000,62.419998,50.565010,5310000
2017-12-11,62.220001,63.410000,62.090000,63.020000,51.051067,4502900
2017-12-12,63.189999,63.650002,63.189999,63.279999,51.261681,4832400
2017-12-13,63.139999,63.970001,63.000000,63.470001,51.415592,4352400
2017-12-14,63.480000,63.520000,61.720001,62.130001,50.330097,5507900
2017-12-15,62.570000,62.840000,61.970001,62.410000,50.556915,8856800
2017-12-18,62.580002,62.750000,62.180000,62.400002,50.548820,5608900
2017-12-19,62.639999,62.759998,61.520000,61.560001,49.868351,5546000
2017-12-20,61.570000,61.750000,60.590000,61.200001,49.576729,6980300
2017-12-21,61.450001,61.799999,61.029999,61.500000,49.819736,6195600
2017-12-22,61.480000,61.709999,60.599998,60.959999,49.382301,5477200
2017-12-26,60.980000,61.549999,60.959999,61.259998,49.625328,3673500
2017-12-27,61.349998,62.020000,61.299999,61.680000,49.965557,3722300
2017-12-28,61.599998,61.849998,61.369999,61.770000,50.038467,2500500
2017-12-29,61.970001,62.259998,61.259998,61.279999,49.641525,3953500
2018-01-02,61.400002,61.509998,60.840000,61.310001,49.665829,6472700
2018-01-03,61.209999,61.509998,60.700001,61.360001,49.706337,7433500
2018-01-04,61.000000,61.820000,60.779999,61.750000,50.350487,6403200
2018-01-05,61.869999,62.180000,61.480000,61.889999,50.464642,6113400
2018-01-08,61.779999,62.200001,61.209999,61.910000,50.480957,4663700
2018-01-09,61.869999,62.099998,61.549999,61.849998,50.432041,5156800
2018-01-10,61.520000,62.070000,61.180000,62.009998,50.562492,5096300
2018-01-11,61.990002,62.520000,61.799999,62.470001,50.937572,6591100
2018-01-12,62.750000,63.220001,62.520000,62.810001,51.214817,5489200
2018-01-16,61.750000,61.860001,59.419998,59.919998,48.858326,14471700
2018-01-17,60.330002,62.000000,60.279999,61.849998,50.432041,10608500
2018-01-18,61.810001,61.900002,61.099998,61.830002,50.415733,7904200
2018-01-19,62.099998,62.419998,61.560001,62.279999,50.782654,7490300
2018-01-22,62.290001,63.430000,62.020000,63.279999,51.598049,6748100
2018-01-23,62.990002,63.680000,62.799999,63.430000,51.720356,6459900
2018-01-24,63.709999,64.000000,63.139999,63.759998,51.989429,6430000
2018-01-25,64.000000,64.260002,63.200001,63.520000,51.793736,6183200
2018-01-26,63.930000,64.730003,63.630001,64.250000,52.388981,6727300
2018-01-29,64.120003,64.959999,64.080002,64.430000,52.535736,6763300
2018-01-30,63.930000,64.610001,63.310001,63.959999,52.152519,5848000
2018-01-31,63.959999,64.029999,61.939999,62.599998,51.043571,8886900
2018-02-01,62.180000,62.980000,61.950001,62.799999,51.206661,7133000
2018-02-02,62.889999,64.290001,62.849998,63.480000,51.761127,11719200
2018-02-05,65.430000,65.889999,60.930000,60.959999,49.706326,23181900
2018-02-06,59.830002,61.209999,58.439999,60.900002,49.657425,18286300
2018-02-07,60.639999,62.770000,60.299999,62.630001,51.068043,12176600
2018-02-08,62.549999,64.769997,62.529999,62.689999,51.116959,14961700
2018-02-09,63.299999,63.320000,60.570000,62.700001,51.125122,11158000
2018-02-12,62.950001,63.590000,62.299999,63.160000,51.500198,7502900
2018-02-13,62.799999,64.110001,62.689999,63.869999,52.079132,7519100
2018-02-14,63.590000,65.940002,63.270000,65.349998,53.285912,10290600
2018-02-15,67.309998,69.440002,67.180000,68.980003,56.245796,15684900
2018-02-16,68.860001,70.050003,68.519997,68.959999,56.229462,10547400
2018-02-20,68.489998,68.830002,67.040001,67.349998,54.916698,8703700
2018-02-21,67.339996,67.750000,66.510002,66.529999,54.248074,7046200
2018-02-22,67.000000,67.000000,65.860001,65.940002,53.766994,6528400
2018-02-23,66.169998,68.029999,66.169998,67.949997,55.405937,5240800
2018-02-26,67.989998,68.860001,67.879997,68.629997,55.960388,4229400
2018-02-27,68.540001,68.879997,67.820000,67.839996,55.316227,4398500
2018-02-28,67.849998,67.940002,66.169998,66.199997,53.978989,8363900
2018-03-01,66.099998,66.519997,64.830002,65.690002,53.563141,7801300
2018-03-02,65.449997,66.500000,65.129997,66.169998,53.954540,5391400
2018-03-05,65.830002,67.139999,65.599998,66.820000,54.484547,6339600
2018-03-06,67.220001,67.400002,65.190002,65.470001,53.383759,6543400
2018-03-07,64.900002,66.260002,64.699997,66.099998,53.897453,5927600
2018-03-08,66.199997,66.959999,66.080002,66.750000,54.427456,3728400
2018-03-09,66.949997,68.050003,66.669998,67.919998,55.381458,6260900
2018-03-12,67.900002,68.180000,67.180000,67.449997,54.998238,5031700
2018-03-13,67.809998,68.220001,66.269997,66.680000,54.370384,5905800
2018-03-14,67.080002,67.260002,66.269997,66.629997,54.329605,4859300
2018-03-15,66.760002,66.930000,66.209999,66.250000,54.019745,3422200
2018-03-16,66.180000,67.440002,66.180000,66.599998,54.305141,9506100
2018-03-19,66.620003,66.980003,65.180000,66.070000,53.872990,5553700
2018-03-20,66.379997,67.160004,65.720001,66.430000,54.166527,6307400
2018-03-21,66.540001,66.989998,66.089996,66.099998,53.897453,4331800
2018-03-22,65.580002,65.889999,63.910000,63.950001,52.144352,6778700
2018-03-23,64.050003,64.050003,61.939999,62.060001,50.603264,8481500
2018-03-26,62.779999,63.570000,61.730000,63.400002,51.695889,6676500
2018-03-27,63.639999,63.669998,61.799999,62.410000,50.888657,6221400
2018-03-28,62.580002,63.360001,62.419998,62.570000,51.019123,5521200
2018-03-29,62.869999,63.750000,62.380001,63.250000,51.573578,5732300
2018-04-02,62.930000,63.230000,60.730000,62.000000,50.554348,6319700
2018-04-03,62.320000,62.860001,61.529999,62.770000,51.182198,6070400
2018-04-04,61.869999,63.230000,61.549999,62.980000,51.353420,5259800
2018-04-05,62.990002,63.189999,62.160000,62.310001,51.131863,3856700
2018-04-06,62.070000,62.130001,59.980000,60.880001,49.958408,6462000
2018-04-09,60.910000,61.040001,58.340000,60.480000,49.630157,10349100
2018-04-10,61.360001,61.480000,60.529999,61.209999,50.229198,6014700
2018-04-11,60.599998,60.770000,59.939999,60.180000,49.383980,7817800
2018-04-12,59.299999,59.310001,57.849998,58.840000,48.284370,14987200
2018-04-13,59.150002,59.279999,57.910000,58.650002,48.128445,11551300
2018-04-16,58.410000,58.669998,52.700001,54.080002,44.378296,34837300
2018-04-17,54.200001,54.230000,52.200001,52.380001,42.983269,27808200
2018-04-18,52.349998,52.849998,52.040001,52.299999,42.917618,14688400
2018-04-19,52.349998,52.540001,51.509998,51.610001,42.351398,17146100
2018-04-20,51.619999,51.849998,51.020000,51.169998,41.990322,11669100
2018-04-23,51.250000,51.529999,50.660000,50.900002,41.768764,10409600
2018-04-24,51.020000,51.980000,50.720001,51.580002,42.326771,12137800
2018-04-25,51.480000,51.869999,50.560001,51.759998,42.474487,14309600
2018-04-26,51.529999,52.759998,50.560001,52.040001,42.704258,14220700
2018-04-27,52.330002,52.869999,52.009998,52.270000,42.892986,7201800
2018-04-30,52.669998,52.680000,51.830002,52.130001,42.778118,11437500
2018-05-01,51.980000,52.740002,51.619999,52.689999,43.237644,9821900
2018-05-02,52.360001,52.400002,51.279999,51.500000,42.261135,8252000
2018-05-03,51.599998,51.849998,50.759998,51.450001,42.220104,8177500
2018-05-04,51.160000,51.500000,50.669998,51.330002,42.121635,6149500
2018-05-07,51.320000,51.680000,51.040001,51.320000,42.113426,6800600
2018-05-08,51.200001,51.200001,49.959999,50.529999,41.465145,12207200
2018-05-09,50.509998,51.209999,50.349998,51.090000,41.924686,11587300
2018-05-10,51.330002,51.709999,51.000000,51.150002,41.973919,9126100
2018-05-11,51.380001,52.110001,51.049999,51.860001,42.556549,8987700
2018-05-14,51.939999,52.599998,51.700001,52.020000,42.687836,8716900
2018-05-15,51.950001,52.340000,51.709999,52.299999,42.917618,8133100
2018-05-16,52.450001,52.619999,52.119999,52.209999,42.843758,5417400
2018-05-17,52.049999,53.400002,51.959999,52.740002,43.278690,8097400
2018-05-18,52.880001,53.150002,52.430000,52.709999,43.254066,6440100
