Date,Open,High,Low,Close,Adj Close,Volume
2017-06-06,117.779999,117.940002,117.459999,117.699997,96.030258,2643200
2017-06-07,117.169998,117.570000,116.820000,117.050003,95.499924,3681100
2017-06-08,117.050003,117.080002,115.589996,115.889999,94.553513,3956700
2017-06-09,115.660004,116.129997,115.360001,115.940002,94.594307,3197700
2017-06-12,115.940002,116.620003,115.940002,116.230003,94.830910,3492100
2017-06-13,115.470001,116.589996,115.470001,116.320000,94.904320,2760000
2017-06-14,116.910004,118.059998,116.830002,117.370003,95.761009,3597200
2017-06-15,117.000000,117.480003,116.510002,117.209999,95.630486,3372700
2017-06-16,117.370003,117.400002,116.300003,116.860001,95.344917,5156200
2017-06-19,117.019997,117.290001,116.230003,117.290001,95.695747,2436600
2017-06-20,117.290001,118.139999,117.180000,117.949997,96.234222,3703500
2017-06-21,117.779999,118.239998,117.239998,117.419998,95.801819,3767100
2017-06-22,117.330002,117.410004,116.050003,116.150002,94.765640,3288100
2017-06-23,116.209999,117.370003,116.089996,116.959999,95.426498,3453400
2017-06-26,117.419998,117.830002,117.059998,117.120003,95.557060,2704000
2017-06-27,117.239998,117.379997,115.940002,115.940002,94.594307,2884300
2017-06-28,116.519997,116.870003,116.199997,116.379997,94.953278,3110600
2017-06-29,116.070000,116.199997,114.889999,115.180000,93.974205,3474400
2017-06-30,115.529999,116.110001,115.300003,115.489998,94.227158,3313300
2017-07-03,115.550003,116.000000,115.339996,115.440002,94.186356,2250800
2017-07-05,115.500000,115.550003,114.879997,115.300003,94.072128,4023100
2017-07-06,114.970001,115.419998,114.849998,115.129997,93.933426,4007000
2017-07-07,115.410004,115.660004,114.830002,115.510002,94.243469,3972500
2017-07-10,115.919998,116.000000,114.199997,114.269997,93.231743,5771200
2017-07-11,113.339996,113.980003,112.250000,113.739998,92.799355,6368500
2017-07-12,114.489998,114.980003,114.279999,114.769997,93.639709,3885200
2017-07-13,114.949997,115.040001,113.919998,114.019997,93.027786,3089400
2017-07-14,114.260002,115.120003,114.250000,114.930000,93.770218,2956400
2017-07-17,114.940002,115.160004,114.839996,114.930000,93.770218,2481300
