Date,Open,High,Low,Close,Adj Close,Volume
2017-06-06,83.250000,83.330002,82.709999,82.900002,64.242142,1173700
2017-06-07,83.139999,83.949997,82.860001,83.760002,64.908592,1599800
2017-06-08,83.760002,83.760002,82.480003,83.040001,64.350670,1617300
2017-06-09,82.699997,83.349998,82.639999,83.250000,64.513374,1412600
2017-06-12,83.250000,83.739998,82.629997,83.300003,64.552109,1546100
2017-06-13,82.839996,83.080002,82.510002,82.879997,64.226662,1687300
2017-06-14,83.559998,83.980003,83.239998,83.589996,64.776863,1312100
2017-06-15,83.750000,84.260002,83.070000,84.260002,65.296059,1907800
2017-06-16,84.500000,85.040001,84.349998,84.849998,65.753281,2975700
2017-06-19,84.720001,84.760002,84.300003,84.750000,65.675797,1687200
2017-06-20,84.800003,85.129997,84.720001,84.959999,65.838516,1283000
2017-06-21,85.040001,85.129997,84.349998,84.650002,65.598289,1135000
2017-06-22,84.470001,84.860001,84.160004,84.199997,65.249580,1154600
2017-06-23,84.139999,84.550003,83.730003,83.839996,64.970589,1347100
2017-06-26,83.910004,84.580002,83.730003,84.040001,65.125595,1387900
2017-06-27,83.559998,83.779999,82.519997,82.669998,64.063919,1566000
2017-06-28,83.010002,83.059998,81.809998,81.820000,63.405224,1627100
2017-06-29,81.199997,81.470001,80.669998,80.830002,62.638058,2111700
2017-06-30,80.959999,81.349998,80.800003,80.820000,62.630283,1943400
2017-07-03,81.139999,81.279999,80.570000,80.570000,62.436558,929600
2017-07-05,80.599998,80.720001,80.169998,80.470001,62.359070,1551500
2017-07-06,80.360001,80.599998,80.040001,80.389999,62.297070,1200200
2017-07-07,80.519997,80.900002,80.279999,80.529999,62.405560,1345700
2017-07-10,80.610001,80.919998,80.370003,80.370003,62.281570,1314300
2017-07-11,80.510002,80.650002,80.040001,80.410004,62.312580,1060000
2017-07-12,80.980003,81.220001,80.820000,81.110001,62.855015,1233400
2017-07-13,80.900002,81.019997,80.309998,80.330002,62.250565,1512200
2017-07-14,80.900002,81.220001,80.599998,80.730003,62.560547,837100
2017-07-17,80.809998,81.120003,80.489998,81.110001,62.855015,885500
2017-07-18,81.180000,81.410004,81.040001,81.209999,62.932495,1104300
2017-07-19,81.470001,81.750000,81.089996,81.750000,63.350986,988100
2017-07-20,82.000000,82.419998,81.680000,82.410004,63.862446,969500
2017-07-21,82.419998,82.980003,82.239998,82.930000,64.265411,1628600
2017-07-24,82.910004,82.980003,81.820000,82.139999,63.653198,1601600
2017-07-25,82.129997,82.180000,81.239998,81.510002,63.165005,1326200
2017-07-26,81.400002,82.110001,81.239998,82.110001,63.629948,1294300
2017-07-27,81.940002,82.300003,81.550003,82.290001,63.769440,1653700
2017-07-28,82.269997,82.489998,81.769997,82.379997,63.839184,2203700
2017-07-31,82.410004,82.959999,82.150002,82.860001,64.211174,2909000
2017-08-01,82.940002,83.089996,82.370003,82.739998,64.118141,1694300
2017-08-02,82.440002,82.830002,82.150002,82.699997,64.087166,1804300
2017-08-03,82.510002,83.120003,82.430000,83.120003,64.412643,2194400
2017-08-04,82.349998,83.620003,82.349998,82.800003,64.164665,1396100
2017-08-07,82.809998,83.500000,82.639999,83.500000,64.707115,1267200
2017-08-08,83.389999,84.120003,83.300003,84.059998,65.141083,1386400
2017-08-09,83.449997,84.160004,83.139999,83.260002,64.521141,2978300
2017-08-10,83.320000,83.849998,82.820000,83.639999,64.815605,1430500
2017-08-11,83.680000,83.830002,82.510002,82.870003,64.218910,1546900
2017-08-14,82.339996,82.779999,82.040001,82.550003,64.508041,1566400
2017-08-15,82.190002,83.180000,82.190002,83.050003,64.898773,1047700
2017-08-16,83.070000,83.529999,82.930000,83.440002,65.203529,872600
2017-08-17,83.459999,83.650002,82.910004,83.019997,64.875320,1044700
2017-08-18,82.959999,84.070000,82.739998,83.529999,65.273849,2024000
2017-08-21,83.690002,83.930000,83.309998,83.750000,65.445770,937300
2017-08-22,83.760002,83.930000,83.309998,83.930000,65.586426,1084900
2017-08-23,83.970001,84.290001,83.639999,84.260002,65.844299,825900
2017-08-24,84.239998,84.540001,84.029999,84.230003,65.820869,845800
2017-08-25,84.440002,84.870003,84.300003,84.480003,66.016235,778600
2017-08-28,84.660004,84.760002,84.250000,84.589996,66.102188,825300
2017-08-29,84.790001,84.919998,84.370003,84.419998,65.969337,1070900
2017-08-30,84.320000,84.360001,83.989998,84.080002,65.703651,708900
2017-08-31,84.080002,84.379997,83.870003,84.269997,65.852104,1328900
2017-09-01,84.440002,84.489998,83.760002,83.989998,65.633324,853800
2017-09-05,84.129997,84.410004,83.900002,84.370003,65.930260,1130100
2017-09-06,84.519997,84.529999,83.820000,84.050003,65.680206,1414900
2017-09-07,84.279999,84.849998,84.040001,84.739998,66.219398,1658200
2017-09-08,84.739998,85.680000,84.559998,85.529999,66.836739,1505500
2017-09-11,85.449997,86.160004,85.220001,86.050003,67.243080,1109800
2017-09-12,86.000000,86.010002,83.910004,84.209999,65.805244,1614000
2017-09-13,84.160004,84.279999,83.730003,83.760002,65.453598,1424400
2017-09-14,83.699997,84.510002,83.440002,84.510002,66.039665,1531300
2017-09-15,84.730003,84.889999,84.199997,84.440002,65.984970,2472200
2017-09-18,84.540001,84.550003,82.930000,83.570000,65.305115,1271300
2017-09-19,83.669998,83.709999,83.199997,83.410004,65.180077,1305200
2017-09-20,83.599998,83.730003,82.290001,82.599998,64.547104,1431700
2017-09-21,82.639999,83.129997,82.300003,82.430000,64.414284,1086100
2017-09-22,82.750000,82.750000,81.580002,81.589996,63.757866,1140700
2017-09-25,81.720001,82.349998,81.510002,82.239998,64.265778,1354800
2017-09-26,81.199997,82.139999,81.199997,81.839996,63.953236,1505300
2017-09-27,81.309998,81.650002,80.169998,80.620003,62.999870,1496900
2017-09-28,80.449997,80.980003,80.019997,80.709999,63.070190,1619500
2017-09-29,80.680000,80.889999,80.279999,80.680000,63.046753,1848500
2017-10-02,80.889999,81.669998,80.639999,81.110001,63.382778,1973700
2017-10-03,81.040001,81.059998,80.260002,80.900002,63.218666,1181100
2017-10-04,80.970001,81.790001,80.620003,81.779999,63.906326,1136700
2017-10-05,81.790001,81.930000,81.330002,81.769997,63.898529,1444600
2017-10-06,81.330002,81.750000,81.089996,81.559998,63.734421,1095700
2017-10-09,81.660004,81.910004,81.419998,81.489998,63.679726,1224300
2017-10-10,81.550003,82.410004,81.400002,82.400002,64.390831,1557100
2017-10-11,82.199997,83.129997,82.199997,82.839996,64.734657,1352500
2017-10-12,82.800003,83.570000,82.800003,83.529999,65.273849,1227900
2017-10-13,83.760002,84.089996,82.930000,83.080002,64.922211,1558500
2017-10-16,83.019997,83.379997,82.279999,82.849998,64.742470,1582800
2017-10-17,83.019997,83.650002,82.660004,83.559998,65.297287,1144400
2017-10-18,83.389999,83.889999,82.970001,83.779999,65.469208,1530700
2017-10-19,83.910004,84.860001,83.760002,84.839996,66.297539,1320800
2017-10-20,84.589996,85.080002,84.500000,84.860001,66.313179,1358200
2017-10-23,84.870003,85.180000,84.529999,85.099998,66.500725,1611100
2017-10-24,85.489998,85.790001,85.139999,85.760002,67.016479,1950200
2017-10-25,85.330002,85.440002,84.239998,85.330002,66.680466,1637300
2017-10-26,85.739998,86.120003,85.199997,85.500000,66.813278,1354900
2017-10-27,85.300003,86.330002,85.279999,85.919998,67.141495,1125200
2017-10-30,85.800003,86.010002,85.550003,85.900002,67.125885,1490500
2017-10-31,85.809998,86.190002,85.699997,86.050003,67.243080,1398500
2017-11-01,85.849998,86.529999,85.269997,85.800003,67.047729,1305300
2017-11-02,86.040001,86.820000,85.730003,86.800003,67.829193,1690100
2017-11-03,86.800003,87.580002,86.440002,87.040001,68.016716,1629400
2017-11-06,87.099998,87.239998,86.269997,86.320000,67.454056,1372600
2017-11-07,86.540001,87.699997,86.120003,87.690002,68.524658,1487400
2017-11-08,87.589996,88.080002,87.239998,87.860001,68.657509,1799400
2017-11-09,87.580002,88.080002,87.360001,87.660004,68.501205,1134700
2017-11-10,87.169998,87.430000,86.820000,87.190002,68.133934,1578200
2017-11-13,87.440002,88.660004,87.400002,88.309998,69.009140,1370100
2017-11-14,87.500000,89.010002,87.339996,88.959999,70.064529,1583900
2017-11-15,89.120003,89.580002,88.000000,88.019997,69.324173,1311900
2017-11-16,88.070000,88.129997,87.169998,87.360001,68.804375,2826300
2017-11-17,87.080002,87.360001,86.220001,86.529999,68.150650,3068900
2017-11-20,86.660004,86.989998,85.860001,86.000000,67.733261,2553500
2017-11-21,86.180000,86.849998,85.860001,86.480003,68.111298,3014600
2017-11-22,86.580002,86.690002,86.279999,86.660004,68.253052,1024500
2017-11-24,86.849998,87.250000,86.699997,86.900002,68.442078,603900
2017-11-27,87.000000,87.709999,86.820000,87.500000,68.914650,1140800
2017-11-28,87.820000,88.139999,87.660004,87.980003,69.292679,1365300
2017-11-29,87.639999,88.849998,87.470001,88.400002,69.623482,1474300
2017-11-30,88.540001,89.209999,88.279999,89.040001,70.127548,2608700
2017-12-01,89.339996,89.570000,88.300003,88.820000,69.954262,1803800
2017-12-04,88.680000,89.260002,88.300003,88.480003,69.686485,1374500
2017-12-05,88.669998,88.669998,87.300003,88.019997,69.324173,2147100
2017-12-06,88.230003,88.650002,87.989998,88.470001,69.678604,1088600
2017-12-07,88.529999,88.529999,87.930000,88.489998,69.694366,1107500
2017-12-08,88.300003,88.949997,88.080002,88.919998,70.033020,1628700
2017-12-11,88.779999,89.699997,88.470001,89.660004,70.615860,1923900
2017-12-12,89.529999,89.650002,88.040001,88.089996,69.379318,1729400
2017-12-13,88.459999,88.809998,87.699997,87.980003,69.292679,2109300
2017-12-14,87.959999,88.190002,86.930000,87.589996,68.985512,1596100
2017-12-15,87.839996,88.620003,87.790001,88.239998,69.497444,3595300
2017-12-18,88.209999,88.269997,87.080002,87.320000,68.772873,2190500
2017-12-19,87.330002,87.459999,85.519997,85.559998,67.386711,1415000
2017-12-20,85.500000,85.860001,84.870003,84.910004,66.874763,1244300
2017-12-21,84.699997,85.180000,84.349998,84.790001,66.780235,1461300
2017-12-22,85.000000,85.139999,84.669998,84.750000,66.748749,968700
2017-12-26,84.769997,85.120003,84.180000,84.199997,66.315590,701400
2017-12-27,84.459999,84.760002,84.269997,84.660004,66.677872,743300
2017-12-28,84.820000,85.120003,84.730003,85.089996,67.016541,815400
